Location,Hospital_Name,State,District,Pincode
"21-1-24,Jawahar Street,Shalypet, Kakinada : 533001",Sai Sudha Hospital,Andhra Pradesh,East Godavari,533001
"Jawahar Street,Salipeta,.",Sapthagiri Hospitals,Andhra Pradesh,East Godavari,533001
"Dno:21-1-29, Jawahar St, Kakinada",Shravani Ent Hospital,Andhra Pradesh,East Godavari,533001
"34-1-20, Temple Street, rict East Godawari, Kakinada,",Siddhartha Hospital,Andhra Pradesh,East Godavari,533001
"12-2-24, Dantuvari Street,Behind Chandana Brothers",Sree Bala Nursing Home Sree Bala Ent Care Centre,Andhra Pradesh,East Godavari,533001
"Nageswara Rao Street,Ramrao Pet,Kakinada",Sri Gowthami Nursing Home,Andhra Pradesh,East Godavari,533001
"Cinema Street, Opp Anandabharathi, Cinema Street Kakinada 533001  East Godavari",Sri Lalitha Hospitals Institute Of Lap Surgery And Training,Andhra Pradesh,East Godavari,533001
"7-3-15 Prakash St, Ramarao Peta, Kakinada",Sri Srinivasa Orthopaedic Centre and Nursing Home,Andhra Pradesh,East Godavari,533001
Rajahmundry,Srihitha Children Hospital,Andhra Pradesh,East Godavari,533001
Kikinada,Vijaya Lakshmi Nursing Home,Andhra Pradesh,East Godavari,533001
Jawahar Street Kakinada Kakinada 533001  East Godavari,Vijaya Nursing Home,Andhra Pradesh,East Godavari,533001
Rajahmundry,Vishwanadha Eye and Maternity Hospital,Andhra Pradesh,East Godavari,533001
"Endowments Colony, 100 Building Centre Srinagar",Bhanu Nursing Home and Eye Hospital,Andhra Pradesh,East Godavari,533003
"Nfcl Road, Nagamallithota Junction,",Lifeline Emergency and Neuro Centre,Andhra Pradesh,East Godavari,533003
"2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada",Mother and Child Hospital,Andhra Pradesh,East Godavari,533003
"2-10-50 Srinagar, Bhanugudi Junction Kakinada 533003  East Godavari",Nayana Eye Care,Andhra Pradesh,East Godavari,533003
"Ganjamvari Street, Kakinada",Ramalingeswara Nursing Home,Andhra Pradesh,East Godavari,533003
"H.No.2-2-7, Usha Priya Complex Bhanugudi",Safe Emergency Hospital,Andhra Pradesh,East Godavari,533003
"Lig No.6,100 Building Complex Road, Kakinada",Saipriya Maternity Hospital,Andhra Pradesh,East Godavari,533003
"2- 27- 24/1, Gokul Street Sree Nagar Colony, East Godavari",Srujana Multi Speciality Hospital,Andhra Pradesh,East Godavari,533003
"11-5-9, Gopalakrishna Street,Ramaraopeta, Kakinada",Kasturi Nursing Home,Andhra Pradesh,East Godavari,533004
"Gandhi Nagar, Gandhi Nagar",Poly Clinic and Hospital,Andhra Pradesh,East Godavari,533004
"11-5-10, Gopala Krishna Street, Ramaraopet,Kakinada",Ravichandra Hospital,Andhra Pradesh,East Godavari,533004
: 11-11-1 Ramaraopet Kakinada 533004  East Godavari,Sanjivi Orthopaedic Hospital,Andhra Pradesh,East Godavari,533004
"8-5-19/1, Ontimamidi Junction, Gandhinagar, Kakinada",Sri Sai Raghavendra Super Specialities Hospital,Andhra Pradesh,East Godavari,533004
"10-7-39, Kopellavari Street Ramaraopet(Near Duper Bazar),Kakinada",Sri Venkata Chalapathi Nursing Home,Andhra Pradesh,East Godavari,533004
"7-4-5, Seshasal Street,Ramaraopet,.",Sri Venkateswara Medicare and Research Centre,Andhra Pradesh,East Godavari,533004
Venugopal Nursing Home Kamalendera Nath Street Narasanana Nagar Kakinada,Sri Venugopal Hospital,Andhra Pradesh,East Godavari,533004
"10-5-8, Nageswara Rao Street, Rama Rao Pet 2Nd Junction Kakinada 533004  East Godavari",Sudha Urology And Andrology Hospital,Andhra Pradesh,East Godavari,533004
"10-5-27/1, Nageswara Rao Street, Ramaraopeta Kakinada 533004  East Godavari",Surya Global Hospitals,Andhra Pradesh,East Godavari,533004
"6-1-37/Nookalamma Temple Street, Suryaraopet, Kakinada 533004  East Godavari",Vasan Eye Care Hospital,Andhra Pradesh,East Godavari,533004
"3-29, Sarpavaram Junction, Kankinada-533005",Sarvottam Healthcare Private Limited,Andhra Pradesh,East Godavari,533005
"Near Atchampeta Junction, Penumarthi Road, A.P.S.P Camp Post, Kakinada,",Srikiran Institute Of Ophthalmology,Andhra Pradesh,East Godavari,533005
"D. No. 1-82/A, Near Railway Crossing, Nadavpathan",Surya Global Multispeciality and Cancer Reesearch Center,Andhra Pradesh,East Godavari,533005
"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Sushrutha Hospital,Andhra Pradesh,East Godavari,533005
"3-29, Sarpavaram Junction Sarpavaram Junction",Trust Hospital(A Unit Of Sarvottam Health Care),Andhra Pradesh,East Godavari,533005
Pedapudi,Sri Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533006
"J N Road Ramalayam, Tilak Road",Abhay Nursing Home,Andhra Pradesh,East Godavari,533101
"6-18-3, Kokkondavari Street, Rajahmundry",Aravindam Ortho and Physio Centre,Andhra Pradesh,East Godavari,533101
"Main Road, Innespeta",Aruna Hospital and Poly Clinic,Andhra Pradesh,East Godavari,533101
Prakash Nagar Rajahmundry,Bhaskara Raju Children Hospital,Andhra Pradesh,East Godavari,533101
"36-26-10/1, Behind Kotipalli Bus Stand, Road-Cum-Railbridge Centre",Life Emergency Hospital Private Limited,Andhra Pradesh,East Godavari,533101
"Behind Nagadevi Theatre, Gondhkavarama",S A I Orthopaedics Trauma and General Hospital,Andhra Pradesh,East Godavari,533101
"Lakshmi Varapupeta, Devi Chowk",Siddhartha Orthopedic Hospital and Poly Clinic,Andhra Pradesh,East Godavari,533101
"Innespt, Rajahmundry-1",Sri Satya Nursing Home,Andhra Pradesh,East Godavari,533101
"75-8-12, Gandhipuram-Ii",Sri Srinivasa Hospitals,Andhra Pradesh,East Godavari,533101
"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Sri Venkateswara Hospitals,Andhra Pradesh,East Godavari,533101
"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Abhaya Emergency Centre,Andhra Pradesh,East Godavari,533103
"Do. No. 86-26-7, M. S. Narayana Street, Near R. T. C. Complex, V.I. Puram Jn.",Adarsh Hospital,Andhra Pradesh,East Godavari,533103
"74-11-7, Prakash Nagar, East Godavari rict",Alert Emergency Hospital,Andhra Pradesh,East Godavari,533103
"D.No : 46-21-10, Danavaipeta, Rajahmundry",Ammanna Memorial Murtys Neuro Super Speciality Ho,Andhra Pradesh,East Godavari,533103
"D.No:75-6-23, Prakash Nagar, Opposite Indian Bank East Godavari,",Apex Hospital - Rajamundry,Andhra Pradesh,East Godavari,533103
"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Aruna Hospital and Polyclinic,Andhra Pradesh,East Godavari,533103
"75-8-12,Gandhipuram,Rajahmundry",Bharadwaja Heart and Maternity Centre,Andhra Pradesh,East Godavari,533103
"Jayakrishnapuram, Rajahmundry",Bhavani Nursing Home,Andhra Pradesh,East Godavari,533103
"77-7-7/1,Seelam Nookaraju Complex,",Bollineni Heart Centre Pvt Ltd,Andhra Pradesh,East Godavari,533103
"Debichowk, Rajahmundry",Buddudu Orthopeadic Hospital,Andhra Pradesh,East Godavari,533103
"85-6-24/1, R. T. C. Complex Road, V. L. Puram Junction",Chakradhar Hospitals,Andhra Pradesh,East Godavari,533103
Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Coastal Cardiac And Maternity Centre,Andhra Pradesh,East Godavari,533103
"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Geetha Mullapudi Sperspeciality Dental Hospital,Andhra Pradesh,East Godavari,533103
"75-1-12, Prakash Nagar, Rajahmundry, East Godavari",Gowthami Nursing Home,Andhra Pradesh,East Godavari,533103
"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Harsha Hospitals,Andhra Pradesh,East Godavari,533103
"D. No.75-7-20, Near Prakash Nagar,Round Park,",Kamalakar Hospital,Andhra Pradesh,East Godavari,533103
"Gandhipuram 3, Rajahmundry",Krishna Nursing Home,Andhra Pradesh,East Godavari,533103
"86-8-6Tilak Road,.",Madhavi Nursing Home,Andhra Pradesh,East Godavari,533103
Bypass Road Thadithota Thadithota Rajamundry 533103  East Godavari,Neela Jear Hospital,Andhra Pradesh,East Godavari,533103
"46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Nest Hospital,Andhra Pradesh,East Godavari,533103
"76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Netra Eye Care,Andhra Pradesh,East Godavari,533103
"Vemagiri, Kadiyam Road, East Godavari,",Paramahansa Yogananda Netralaya,Andhra Pradesh,East Godavari,533103
"75-6-18,Prakash Nagar Main Road,Near Prakash Nagar Round Park.",Pragati Super Speciality Hospital,Andhra Pradesh,East Godavari,533103
"Syamala Nagar, Rajahmundry",Prasanthi Nursing Home,Andhra Pradesh,East Godavari,533103
"76-4-7, Gandhipuram - 2",Raja Neuro And Multi Speciality Hospital Pvt Ltd,Andhra Pradesh,East Godavari,533103
"75-1-18, Prakash Nagar",Rajahmundry Orthopedic Hospital,Andhra Pradesh,East Godavari,533103
"Danavai Peta, Rajahmundry",Ratna Orthopaedic Center,Andhra Pradesh,East Godavari,533103
"46-18-22, Opposite Idbi Bank, Danavaipeta",Sanjana Orthopaedic Hospital,Andhra Pradesh,East Godavari,533103
"75-6-20,Opp Indian Bank, Prakasham Nagar,E.G.",Soujanya Hospital,Andhra Pradesh,East Godavari,533103
"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Sreya Medical Speciality Centre,Andhra Pradesh,East Godavari,533103
"Door. No. 46-17-17, 46-17-38, Danavaipeta Near Panduranga Swami Temple",Sri Aditya Hospital,Andhra Pradesh,East Godavari,533103
"76/1/8/1 Ganhdi Puram, Opp Feva",Sri Mani Orthopaedic Hospital,Andhra Pradesh,East Godavari,533103
"78/8-7, Gandhipuram-3, Rajahmundry,",Sri Ramadas Hospitals,Andhra Pradesh,East Godavari,533103
"Danavaipet, Rajahmundry","Sri Suguna Children,S Hospital",Andhra Pradesh,East Godavari,533103
"Opp: Manasa Hospital,Prakash Nagar,.",Supraja Hospitals,Andhra Pradesh,East Godavari,533103
Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Surya Hospital,Andhra Pradesh,East Godavari,533103
"Danavai Peta, D. N. -46-18-8/2, East Godavari,",Swetha Hospitals - Rajahmundry,Andhra Pradesh,East Godavari,533103
"Tilak Road, Rajahmundry",V.B. Chest Institute,Andhra Pradesh,East Godavari,533103
"No 76-6-17/11 And 13, Av Apparao Road, Opp Priyanka Garden, Gandhipuram 2, Rajamundry 533103  East Godavari",Vasan Eye Care Hospital,Andhra Pradesh,East Godavari,533103
"78-9-11/9, Behind R.T.C Complex,Gandhipuram (:East Godavari )",Vijaya Hospital,Andhra Pradesh,East Godavari,533103
"Aryapuram, Rajahmundry,",Akira Eye Hospital,Andhra Pradesh,East Godavari,533104
Opp Gokavaram Bus Stand Rajamundry,Dr A V R Ananda Rao Memorial Eye Clinic,Andhra Pradesh,East Godavari,533104
"12-18-12, Middle Street, Near Sri Satya Narayana Swamy Temple",Dr Chainulus Hospitaland Anusha Critical Carecenter,Andhra Pradesh,East Godavari,533104
"12-21-2, Near Chinna Gandhi Statue, Aryapuram, Rajahmundhry",Gangina Hospitals,Andhra Pradesh,East Godavari,533104
"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Kranti Nursing Home,Andhra Pradesh,East Godavari,533104
"20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Royal Hospital,Andhra Pradesh,East Godavari,533104
"Devi Chowk, Rajahmundry,",Siddhartha Orthopaedic Hospital and Polyclinic,Andhra Pradesh,East Godavari,533104
"12- 21- 4, Aryapuram, Rajahmundry",Sree Latha Hospital,Andhra Pradesh,East Godavari,533104
"Gowathmi Grandhalyam St., Rajahmundry",Sri Ram Nursing Home,Andhra Pradesh,East Godavari,533104
"At 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Sri Srinivasa Orthopaedic Hospital,Andhra Pradesh,East Godavari,533104
"Seethampeta, Rajahmundry",Chaitanya Nursing Home,Andhra Pradesh,East Godavari,533105
"Plot No: 1, R V Nagar Opp: Market Yard, Korukonda Road Rajamundry Rajamundry 533105  East Godavari",Goutami Eye Institute,Andhra Pradesh,East Godavari,533105
"Plot No.22, D.No.59-16-1, Weavers Colony, Beside Raja Theator",Life Spring Hospital,Andhra Pradesh,East Godavari,533105
"D No 12-20-4/1, Near Gokavaram Bus Stand Opp: Hotel Lalitha Mahal, Aryapuram Middle Street Rajamundry 533105  East Godavari",Sai Hospitals,Andhra Pradesh,East Godavari,533105
"Behind Nagadevi Theatre,Gokavaram Bus Stand,Rajhmundri,East Godavari .",Sai Orthopaedics Trauma and General Hospital,Andhra Pradesh,East Godavari,533105
"Near Kambala Park, Rajahmundry",Swatantra Hospitals,Andhra Pradesh,East Godavari,533105
"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Saiteja Hospital,Andhra Pradesh,East Godavari,533106
D No.86-26-5 V.L.Puram,Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,533107
"Near N.H-5,,Bommur.",Sruthi Hospitals,Andhra Pradesh,East Godavari,533124
"College Road, Amalapuram",Adarsha Hospital,Andhra Pradesh,East Godavari,533201
"K N F Road, K N F Road",Care Hospital,Andhra Pradesh,East Godavari,533201
Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201
"Chaitanya Nagar, Amalapuram",Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201
"Nh 214, Chaintanya Nagar,",Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,533201
Amalapuram,Rohine Mother and Child Care Hospital,Andhra Pradesh,East Godavari,533201
"Yerranilivari Street, Amalapuram",Sai Leela Orthopaedic Hospital,Andhra Pradesh,East Godavari,533201
"College Road,Amalapuram, E G Dt.",Sri Konaseema Specialities Hospital,Andhra Pradesh,East Godavari,533201
"K. Agraharam, Amalapuram",Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533201
"3-2-117E, College Road, Amalapuram",V.N.Nursing Home,Andhra Pradesh,East Godavari,533201
"Mummidivaram, East Godawari, (A.P) -",Janatha Hospital,Andhra Pradesh,East Godavari,533216
Kothapeta,Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,533223
Ravulapalem,Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533238
"D No-8-553, Ssnr Complex (Hp Gas Office Upstairs)H-5 Road Ravulapalem-",Vijaya Nursing Home,Andhra Pradesh,East Godavari,533238
"Near R T C Complex, Razole",Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242
",K T Raja Rao Street,East Godawari rict.",Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242
",Near Venkateshwara Temple,East Godawari rict.",Ravi Nursing Home,Andhra Pradesh,East Godavari,533253
"Sakhinetipalli Mandal, Razole",Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,533253
"Besides Sankar Theatre, V.V. Meraka- Gandhinagar, Malikipuram Post",Sri Sankar Nursing Home,Andhra Pradesh,East Godavari,533253
"3-481, Halikipuram, East Godavari",Susrutha Surgical and Maternity Hospital,Andhra Pradesh,East Godavari,533253
Lakkavaram Lakkavaram,Vrd Care Hospital,Andhra Pradesh,East Godavari,533253
"Taluka Office Road, Ramachandrapuram Ramachandrapuram 533255  East Godavari",Adarsh Nursing Home,Andhra Pradesh,East Godavari,533255
Main Road Opp: Govt Junior College Main Road Ramachandrapuram 533255  East Godavari,Kamala Nursing Home,Andhra Pradesh,East Godavari,533255
"Dr. T.V.R. Reddi, M.B.B.S.,",Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari,533261
"3-55 Surya Street Darakasharma,Near Post Office",Bhimeshwara Hospital,Andhra Pradesh,East Godavari,533262
Opp Bheemeshwara Temple Draksharamam Draksharamam 533262  East Godavari,Sri Madhavananda Speciality Hospital,Andhra Pradesh,East Godavari,533262
"Nh-5, Lakshmipuram, Rajanagaram,",G. S. L. General Hospital and Medical College,Andhra Pradesh,East Godavari,533294
Mandaptea,Kondreddy Nursing Home,Andhra Pradesh,East Godavari,533308
"Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta-533308",Santhi Childrens Hospital,Andhra Pradesh,East Godavari,533308
Opp Vijaya Mahal Main Road Mandapeta 533308  East Godavari,Sri Bikkina Nursing Home,Andhra Pradesh,East Godavari,533308
"K.P Road, Mandapeta",Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533308
"D.No. 8-5-7, Nalamvari St,Mandapet Municipal Area,,.",Subbarayudu Memorial Nursing Home,Andhra Pradesh,East Godavari,533308
"Canal Road,Andhra Bank Atm,.",Narayana Reddy Eye Hospital,Andhra Pradesh,East Godavari,533342
"Main Rd,,.",Dr.K.V.R.Hospital,Andhra Pradesh,East Godavari,533346
"Near Vinayakrao Hospital, Theatre Road, Tuni, East Godavari -533401",Doctors Plaza,Andhra Pradesh,East Godavari,533401
"3-6-5, Cinema Road Tuni Tuni 533401  East Godavari",Pandu Ranga Praja Vidyasala,Andhra Pradesh,East Godavari,533401
"Cinema Road, Tuni-533401",Sri Mallikarjuna Nursing Home,Andhra Pradesh,East Godavari,533401
Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni 533401  East Godavari,Suresh Hospital,Andhra Pradesh,East Godavari,533401
Yeleswaram,Lakshmi Balaji Nursing Home,Andhra Pradesh,East Godavari,533429
"Main Road,Beride Union Bank Of India",Sambasiva Hospital,Andhra Pradesh,East Godavari,533429
Hospital Street Peddapuram Peddapuram 533437 : East Godavari,Rao's Nursing Home,Andhra Pradesh,East Godavari,533437
"6-16-17/1, Rajugari Street,",Sree Sreenivasa Hospital,Andhra Pradesh,East Godavari,533437
Madhapuram Road Pithapuram Pithapuram 533450  East Godavari,Chopde's Nursing Home,Andhra Pradesh,East Godavari,533450
"Near Sbi, Opp Park Opp Park Pithapuram 533450  East Godavari",Sri Varalakshmi Hospital,Andhra Pradesh,East Godavari,533450
"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet, Guntur",Adarsha Hospitals,Andhra Pradesh,Guntur,522001
"12 - 12 - 54, Back Side Sivalayam Temple, Guntur",Ahalya Nursing Home,Andhra Pradesh,Guntur,522001
"Gunturuvari Thota, 1St Line,Gowdiyamatam",Amar Orthopedics Hospital,Andhra Pradesh,Guntur,522001
Mukku Narsa Reddy Plaza Old Club Road Kotha Peta Guntur 522001  Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,Andhra Pradesh,Guntur,522001
"13-7-109/D,Old Club Road, Gunturovari Thota, Guntur,",Amma Childrens Hospital,Andhra Pradesh,Guntur,522001
"Ganganamma Pet Road,.",Aruna Hospital,Andhra Pradesh,Guntur,522001
"15-1-17, Near Mangalagiri Rly Gate Guntur Guntur 522001  Guntur",Aswini Hospitals,Andhra Pradesh,Guntur,522001
"6 / 2, Arundlepet, Near Shanker Vilas",B M R Hospitals,Andhra Pradesh,Guntur,522001
12-25-191 Kothapet Main Road Kotha Peta Guntur 522001  Guntur,Bayya Ent Hospital And Research Centre,Andhra Pradesh,Guntur,522001
"Behind Pallvi Deluxe, Samba Shiva Peta",C V R Hospital,Andhra Pradesh,Guntur,522001
"Old Club Road, Kothapet, Guntur",Chalsani Hospital,Andhra Pradesh,Guntur,522001
"8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet, Guntur 522001  Guntur",Coastal Care Hospital,Andhra Pradesh,Guntur,522001
Door No:12-25-179 Sivalayam Street Kothapet Guntur 522001  Guntur,Dhulipalla Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001
"022, Old Club Road,Kothapet,.",Dr.Rangarao Nursing Home (P) Ltd,Andhra Pradesh,Guntur,522001
"Mukku Pitchi Reddy Com, Old Club Road, Kothapet Guntur.",Guntur City Hospital-Guntur,Andhra Pradesh,Guntur,522001
"Opposite Venkata Krishna Theatre, Station Road",Harinath Childrens Super Speciality Hospital,Andhra Pradesh,Guntur,522001
"Gowri Sankar Theatre Road, Kothapet",Janardani Hospital,Andhra Pradesh,Guntur,522001
"13-4-73,Old Club Road Kothapet Guntur 522001  Guntur",Karumuri Super Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001
"Kothapet, Guntur-522001",Krishna Childrens Hospital,Andhra Pradesh,Guntur,522001
"D No 12-12-54, Old Club Road, Kothapet, Guntur",Lakshmi Meenakshi Eye and Maternity Care,Andhra Pradesh,Guntur,522001
Gowrishankar Theater Road Kothapet Guntur 522001  Guntur,Lalitha Super Specialty Hospital,Andhra Pradesh,Guntur,522001
"Old Club Road, Kothapet, Guntur",Life Hospital,Andhra Pradesh,Guntur,522001
"3/1,Ashok Nagar,Guntur",Mahathi Nursing Home,Andhra Pradesh,Guntur,522001
"Reside Hero Honda Showroom, Old Club Road, Kothapet,",Maruthi E.N.T. Hospital,Andhra Pradesh,Guntur,522001
15-11-150 Mangalgiri Road Guntur 522001  Guntur,Mediline Hospital,Andhra Pradesh,Guntur,522001
"5-1-57, Palnadu Road, Guntur, A.P.",Mother Theresa Multispeciality Hospital,Andhra Pradesh,Guntur,522001
"4Th Lane Kannavari Thota, Opp Alankar Theatre, Guntur, Guntur,",Nandanaa's Multi Care Hospital,Andhra Pradesh,Guntur,522001
"Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand, Guntur",Padmas Hospital,Andhra Pradesh,Guntur,522001
"Opposite Telephone Exchange, Post Office, Kothapet, Guntur",Padmavathi Super Speciality Hospital,Andhra Pradesh,Guntur,522001
"Old Club Road,Kothapet.",Peoples Trauma And Emergency Hospital,Andhra Pradesh,Guntur,522001
"Club Road, Near Bose Statue Kothapet",Pragathi Hospitals,Andhra Pradesh,Guntur,522001
"Besides Sivalayam, Kothapet, Guntur",Prof. D. Ramakotaiah Childerns Hospital,Andhra Pradesh,Guntur,522001
"Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line, Guntur",Purnasai Hospital,Andhra Pradesh,Guntur,522001
"Opp-Srikrishna Picture Palace, Kothapet",R K Eye Center,Andhra Pradesh,Guntur,522001
"3/3 Gunturuvari Thota, Guntur,New Road, Opposite Rtc Bus Stand,.",R R Speciality Hospital,Andhra Pradesh,Guntur,522001
"D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet.",Raghavendra Hospitals,Andhra Pradesh,Guntur,522001
"12-25-86, Main Road, Near Vijaya Talkies, Kothapet, Guntur",Rajyalakshmi Nursing Home,Andhra Pradesh,Guntur,522001
"12-12-93, Old Club Road, Kothapet",S.G.O. Clinic,Andhra Pradesh,Guntur,522001
"Busi Reddy Malleswara Reddy Groups, Oppandhra Bank, Old Club Road, Kothapet, Guntur",Sai Bhaskar Trauma and Emergency,Andhra Pradesh,Guntur,522001
"Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge, Guntur 522001  Guntur",Sai Chandan Eye Hospital,Andhra Pradesh,Guntur,522001
"Mainroad, Sambasivapet, Govtwomensgollegeroad.",Sai Priya Hospital,Andhra Pradesh,Guntur,522001
"Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta, Guntur",Sai Sri Nursing Home,Andhra Pradesh,Guntur,522001
"Opposite Rtc Bus Stand Road, Arya Bhavan Hotel Back Side,7Th Line Gunturuvari Thota,","Sailaja Multispeciality Hospitals Maternity, Infertility and Trauma Care Centre",Andhra Pradesh,Guntur,522001
